p,refinements,shyness,smoothing,threshold,cells,dofs,gmg_its,gmg_time,sweep_time,amg_its,amg_time
3,6,2,2,1.,65536,591361,15,6.44647,0.230594,100,9.90148
3,6,2,3,1.,65536,591361,11,4.96845,0.232172,100,9.86491
3,6,3,1,1.,65536,591361,30,11.9863,0.239973,100,9.73189
3,6,3,2,1.,65536,591361,16,6.76994,0.234023,100,10.0123
3,6,3,3,1.,65536,591361,11,4.86311,0.22929,100,9.75246
3,6,4,1,1.,65536,591361,100,39.2117,0.234336,100,9.85189
3,6,4,2,1.,65536,591361,84,33.3816,0.232081,100,9.78317
3,6,4,3,1.,65536,591361,82,33.2626,0.233691,100,9.87978
3,7,1,1,1.,262144,2362369,73,118.641,0.866033,100,42.0321
3,7,1,2,1.,262144,2362369,18,29.8781,0.883147,100,42.1643
3,7,1,3,1.,262144,2362369,13,22.5139,0.905414,100,42.0582
3,7,2,1,1.,262144,2362369,72,117.128,0.880329,100,41.4061
3,7,2,2,1.,262144,2362369,18,29.9561,0.918584,100,42.0487
3,7,2,3,1.,262144,2362369,13,22.1925,0.710199,100,41.7626
3,7,3,1,1.,262144,2362369,70,113.254,0.881853,100,41.903
3,7,3,2,1.,262144,2362369,21,34.4929,0.880126,100,42.4396
3,7,3,3,1.,262144,2362369,13,22.1999,0.903239,100,41.8881
3,7,4,1,1.,262144,2362369,100,161.321,0.899137,100,41.384
3,7,4,2,1.,262144,2362369,100,163.325,0.882909,100,41.2399
3,7,4,3,1.,262144,2362369,100,165.041,0.881118,100,41.1466
3,8,1,1,1.,1048576,9443329,100,720.469,5.14619,100,179.797
3,8,1,2,1.,1048576,9443329,24,173.953,5.17999,100,179.71
3,8,1,3,1.,1048576,9443329,15,111.559,5.31864,100,180.292
3,8,2,1,1.,1048576,9443329,100,718.343,4.96298,100,181.047
3,8,2,2,1.,1048576,9443329,24,174.575,4.70828,100,176.311
3,8,2,3,1.,1048576,9443329,15,111.165,5.20853,100,180.252
3,8,3,1,1.,1048576,9443329,100,723.128,5.13366,100,181.034
3,8,3,2,1.,1048576,9443329,29,209.139,4.67488,100,179.54
3,8,3,3,1.,1048576,9443329,16,118.188,5.37998,100,179.541
3,8,4,1,1.,1048576,9443329,100,717.653,5.07887,100,179.38
3,8,4,2,1.,1048576,9443329,100,724.537,5.11147,100,179.255
3,8,4,3,1.,1048576,9443329,100,728.77,5.26112,100,177.49
3,9,1,1,1.,4194304,37761025,100,5028.93,27.9904,,
