folder                       dim  degree  refinements  shy  smoothing  threshold  gmg_iterations  gmg_solve_time  smoother_sweep_time  amg_iterations  amg_solve_time
2D_p2_ref9_shy3_smo2_th0.75  2    2       9            3    2          0.75       22              257.627         5.69554                                            
2D_p2_ref9_shy3_smo2_th1.    2    2       9            3    2          1.         15              176.135         5.61248                                            
2D_p2_ref9_shy3_smo3_th0.25  2    2       9            3    3          0.25       21              248.046         5.47942                                            
2D_p2_ref9_shy3_smo3_th0.5   2    2       9            3    3          0.5        22              257.792         5.55283                                            
2D_p2_ref9_shy3_smo3_th0.75  2    2       9            3    3          0.75       21              246.777         5.55635                                            
2D_p2_ref9_shy3_smo3_th1.    2    2       9            3    3          1.         12              143.198         5.7237                                             
2D_p3_ref2_shy1_smo1_th0.25  2    3       2            1    1          0.25       7               0.00676399      0.000374663                                        
2D_p3_ref2_shy1_smo1_th0.5   2    3       2            1    1          0.5        7               0.00649132      0.000357124                                        
2D_p3_ref2_shy1_smo1_th0.75  2    3       2            1    1          0.75       7               0.0059966       0.000335624                                        
2D_p3_ref2_shy1_smo1_th1.    2    3       2            1    1          1.         8               0.00639981      0.000318534                                        
2D_p3_ref2_shy1_smo2_th0.25  2    3       2            1    2          0.25       6               0.0076824       0.000509291                                        
2D_p3_ref2_shy1_smo2_th0.5   2    3       2            1    2          0.5        6               0.00729632      0.00049134                                         
2D_p3_ref2_shy1_smo2_th0.75  2    3       2            1    2          0.75       6               0.00681182      0.000440312                                        
2D_p3_ref2_shy1_smo2_th1.    2    3       2            1    2          1.         6               0.00641793      0.000421982                                        
2D_p3_ref2_shy1_smo3_th0.25  2    3       2            1    3          0.25       6               0.00976189      0.000656737                                        
2D_p3_ref2_shy1_smo3_th0.5   2    3       2            1    3          0.5        5               0.00786643      0.000625368                                        
2D_p3_ref2_shy1_smo3_th0.75  2    3       2            1    3          0.75       5               0.00726478      0.000582159                                        
2D_p3_ref2_shy1_smo3_th1.    2    3       2            1    3          1.         5               0.00681047      0.000543329                                        
2D_p3_ref2_shy2_smo1_th0.25  2    3       2            2    1          0.25       7               0.00648823      0.000386842                                        
2D_p3_ref2_shy2_smo1_th0.5   2    3       2            2    1          0.5        7               0.00623447      0.000355593                                        
2D_p3_ref2_shy2_smo1_th0.75  2    3       2            2    1          0.75       7               0.00586967      0.000349383                                        
2D_p3_ref2_shy2_smo1_th1.    2    3       2            2    1          1.         8               0.00618227      0.000339424                                        
2D_p3_ref2_shy2_smo2_th0.25  2    3       2            2    2          0.25       6               0.00723267      0.000494641                                        
2D_p3_ref2_shy2_smo2_th0.5   2    3       2            2    2          0.5        6               0.00694761      0.000459071                                        
2D_p3_ref2_shy2_smo2_th0.75  2    3       2            2    2          0.75       6               0.00653971      0.000443411                                        
2D_p3_ref2_shy2_smo2_th1.    2    3       2            2    2          1.         6               0.00607378      0.000404802                                        
2D_p3_ref2_shy2_smo3_th0.25  2    3       2            2    3          0.25       6               0.00905195      0.000624719                                        
2D_p3_ref2_shy2_smo3_th0.5   2    3       2            2    3          0.5        5               0.00731923      0.000601159                                        
2D_p3_ref2_shy2_smo3_th0.75  2    3       2            2    3          0.75       5               0.00706642      0.0005472                                          
2D_p3_ref2_shy2_smo3_th1.    2    3       2            2    3          1.         5               0.00643601      0.000524511                                        
2D_p3_ref2_shy3_smo1_th0.25  2    3       2            3    1          0.25       8               0.00690444      0.000365044                                        
2D_p3_ref2_shy3_smo1_th0.5   2    3       2            3    1          0.5        7               0.00583202      0.000328204                                        
2D_p3_ref2_shy3_smo1_th0.75  2    3       2            3    1          0.75       7               0.00538393      0.000309334                                        
2D_p3_ref2_shy3_smo1_th1.    2    3       2            3    1          1.         9               0.0064372       0.000307475                                        
2D_p3_ref2_shy3_smo2_th0.25  2    3       2            3    2          0.25       6               0.0066538       0.000445492                                        
2D_p3_ref2_shy3_smo2_th0.5   2    3       2            3    2          0.5        6               0.0062507       0.000408152                                        
2D_p3_ref2_shy3_smo2_th0.75  2    3       2            3    2          0.75       5               0.00489834      0.000387822                                        
2D_p3_ref2_shy3_smo2_th1.    2    3       2            3    2          1.         7               0.00637264      0.000363314                                        
2D_p3_ref2_shy3_smo3_th0.25  2    3       2            3    3          0.25       6               0.00815379      0.000547309                                        
2D_p3_ref2_shy3_smo3_th0.5   2    3       2            3    3          0.5        5               0.00656517      0.00050966                                         
2D_p3_ref2_shy3_smo3_th0.75  2    3       2            3    3          0.75       5               0.00584585      0.000474701                                        
2D_p3_ref2_shy3_smo3_th1.    2    3       2            3    3          1.         6               0.00654481      0.000438202                                        
2D_p3_ref3_shy1_smo1_th0.25  2    3       3            1    1          0.25       8               0.035875        0.00164475                                         
2D_p3_ref3_shy1_smo1_th0.5   2    3       3            1    1          0.5        8               0.0344224       0.00161466                                         
2D_p3_ref3_shy1_smo1_th0.75  2    3       3            1    1          0.75       9               0.0368847       0.00156557                                         
2D_p3_ref3_shy1_smo1_th1.    2    3       3            1    1          1.         10              0.038285        0.00152081                                         
2D_p3_ref3_shy1_smo2_th0.25  2    3       3            1    2          0.25       8               0.0460734       0.00197945                                         
2D_p3_ref3_shy1_smo2_th0.5   2    3       3            1    2          0.5        7               0.0397845       0.00198421                                         
2D_p3_ref3_shy1_smo2_th0.75  2    3       3            1    2          0.75       6               0.0335179       0.00193871                                         
2D_p3_ref3_shy1_smo2_th1.    2    3       3            1    2          1.         8               0.040772        0.0018537                                          
2D_p3_ref3_shy1_smo3_th0.25  2    3       3            1    3          0.25       8               0.0576058       0.00235516                                         
2D_p3_ref3_shy1_smo3_th0.5   2    3       3            1    3          0.5        7               0.0491846       0.00230624                                         
2D_p3_ref3_shy1_smo3_th0.75  2    3       3            1    3          0.75       6               0.041579        0.00229033                                         
2D_p3_ref3_shy1_smo3_th1.    2    3       3            1    3          1.         7               0.0446914       0.00219831                                         
2D_p3_ref3_shy2_smo1_th0.25  2    3       3            2    1          0.25       8               0.0345255       0.00159301                                         
2D_p3_ref3_shy2_smo1_th0.5   2    3       3            2    1          0.5        8               0.0340958       0.00157123                                         
2D_p3_ref3_shy2_smo1_th0.75  2    3       3            2    1          0.75       9               0.0362838       0.00156929                                         
2D_p3_ref3_shy2_smo1_th1.    2    3       3            2    1          1.         10              0.0373549       0.00148952                                         
2D_p3_ref3_shy2_smo2_th0.25  2    3       3            2    2          0.25       8               0.0440084       0.00191433                                         
2D_p3_ref3_shy2_smo2_th0.5   2    3       3            2    2          0.5        7               0.0382571       0.00191864                                         
2D_p3_ref3_shy2_smo2_th0.75  2    3       3            2    2          0.75       6               0.0324571       0.00188426                                         
2D_p3_ref3_shy2_smo2_th1.    2    3       3            2    2          1.         8               0.0387189       0.00179854                                         
2D_p3_ref3_shy2_smo3_th0.25  2    3       3            2    3          0.25       8               0.0541529       0.00225959                                         
2D_p3_ref3_shy2_smo3_th0.5   2    3       3            2    3          0.5        7               0.0468548       0.0022213                                          
2D_p3_ref3_shy2_smo3_th0.75  2    3       3            2    3          0.75       6               0.0396607       0.00219132                                         
2D_p3_ref3_shy2_smo3_th1.    2    3       3            2    3          1.         7               0.0424137       0.00207644                                         
2D_p3_ref3_shy3_smo1_th0.25  2    3       3            3    1          0.25       9               0.0368358       0.00153693                                         
2D_p3_ref3_shy3_smo1_th0.5   2    3       3            3    1          0.5        8               0.0320599       0.00153833                                         
2D_p3_ref3_shy3_smo1_th0.75  2    3       3            3    1          0.75       10              0.0370312       0.00147151                                         
2D_p3_ref3_shy3_smo1_th1.    2    3       3            3    1          1.         11              0.0384489       0.001409                                           
2D_p3_ref3_shy3_smo2_th0.25  2    3       3            3    2          0.25       8               0.0408664       0.00181436                                         
2D_p3_ref3_shy3_smo2_th0.5   2    3       3            3    2          0.5        7               0.0349526       0.0017946                                          
2D_p3_ref3_shy3_smo2_th0.75  2    3       3            3    2          0.75       6               0.0290708       0.00175889                                         
2D_p3_ref3_shy3_smo2_th1.    2    3       3            3    2          1.         7               0.031572        0.00168867                                         
2D_p3_ref3_shy3_smo3_th0.25  2    3       3            3    3          0.25       8               0.0483724       0.00206173                                         
2D_p3_ref3_shy3_smo3_th0.5   2    3       3            3    3          0.5        7               0.0417341       0.00206601                                         
2D_p3_ref3_shy3_smo3_th0.75  2    3       3            3    3          0.75       6               0.0345132       0.00200543                                         
2D_p3_ref3_shy3_smo3_th1.    2    3       3            3    3          1.         7               0.0376483       0.0019232                                          
2D_p3_ref4_shy1_smo1_th0.25  2    3       4            1    1          0.25       10              0.216842        0.00753793                                         
2D_p3_ref4_shy1_smo1_th0.5   2    3       4            1    1          0.5        9               0.193023        0.00731802                                         
2D_p3_ref4_shy1_smo1_th0.75  2    3       4            1    1          0.75       10              0.208502        0.00724401                                         
2D_p3_ref4_shy1_smo1_th1.    2    3       4            1    1          1.         14              0.278347        0.00717589                                         
2D_p3_ref4_shy1_smo2_th0.25  2    3       4            1    2          0.25       9               0.222675        0.00827131                                         
2D_p3_ref4_shy1_smo2_th0.5   2    3       4            1    2          0.5        9               0.217213        0.00802874                                         
2D_p3_ref4_shy1_smo2_th0.75  2    3       4            1    2          0.75       8               0.192963        0.00799367                                         
2D_p3_ref4_shy1_smo2_th1.    2    3       4            1    2          1.         10              0.230033        0.00786169                                         
2D_p3_ref4_shy1_smo3_th0.25  2    3       4            1    3          0.25       9               0.246638        0.00890512                                         
2D_p3_ref4_shy1_smo3_th0.5   2    3       4            1    3          0.5        9               0.242431        0.00877844                                         
2D_p3_ref4_shy1_smo3_th0.75  2    3       4            1    3          0.75       8               0.213888        0.00865165                                         
2D_p3_ref4_shy1_smo3_th1.    2    3       4            1    3          1.         8               0.207748        0.008462                                           
2D_p3_ref4_shy2_smo1_th0.25  2    3       4            2    1          0.25       10              0.213901        0.00744472                                         
2D_p3_ref4_shy2_smo1_th0.5   2    3       4            2    1          0.5        9               0.190344        0.00729562                                         
2D_p3_ref4_shy2_smo1_th0.75  2    3       4            2    1          0.75       10              0.205561        0.00719007                                         
2D_p3_ref4_shy2_smo1_th1.    2    3       4            2    1          1.         14              0.274           0.00704035                                         
2D_p3_ref4_shy2_smo2_th0.25  2    3       4            2    2          0.25       9               0.217396        0.00802754                                         
2D_p3_ref4_shy2_smo2_th0.5   2    3       4            2    2          0.5        9               0.213142        0.00792588                                         
2D_p3_ref4_shy2_smo2_th0.75  2    3       4            2    2          0.75       8               0.188746        0.00781978                                         
2D_p3_ref4_shy2_smo2_th1.    2    3       4            2    2          1.         10              0.223458        0.00775204                                         
2D_p3_ref4_shy2_smo3_th0.25  2    3       4            2    3          0.25       9               0.240269        0.00873326                                         
2D_p3_ref4_shy2_smo3_th0.5   2    3       4            2    3          0.5        9               0.235806        0.00866239                                         
2D_p3_ref4_shy2_smo3_th0.75  2    3       4            2    3          0.75       8               0.207566        0.00832129                                         
2D_p3_ref4_shy2_smo3_th1.    2    3       4            2    3          1.         8               0.201213        0.00825498                                         
2D_p3_ref4_shy3_smo1_th0.25  2    3       4            3    1          0.25       10              0.208789        0.00731959                                         
2D_p3_ref4_shy3_smo1_th0.5   2    3       4            3    1          0.5        9               0.185161        0.00708948                                         
2D_p3_ref4_shy3_smo1_th0.75  2    3       4            3    1          0.75       10              0.199966        0.00699353                                         
2D_p3_ref4_shy3_smo1_th1.    2    3       4            3    1          1.         15              0.285373        0.0068999                                          
2D_p3_ref4_shy3_smo2_th0.25  2    3       4            3    2          0.25       9               0.207366        0.00777576                                         
2D_p3_ref4_shy3_smo2_th0.5   2    3       4            3    2          0.5        9               0.203289        0.00759835                                         
2D_p3_ref4_shy3_smo2_th0.75  2    3       4            3    2          0.75       8               0.178619        0.00753662                                         
2D_p3_ref4_shy3_smo2_th1.    2    3       4            3    2          1.         10              0.214392        0.00744569                                         
2D_p3_ref4_shy3_smo3_th0.25  2    3       4            3    3          0.25       9               0.225668        0.00830695                                         
2D_p3_ref4_shy3_smo3_th0.5   2    3       4            3    3          0.5        9               0.220099        0.00807949                                         
2D_p3_ref4_shy3_smo3_th0.75  2    3       4            3    3          0.75       8               0.194065        0.00805637                                         
2D_p3_ref4_shy3_smo3_th1.    2    3       4            3    3          1.         8               0.190222        0.00783725                                         
2D_p3_ref5_shy1_smo1_th0.25  2    3       5            1    1          0.25       20              1.9844          0.052452                                           
2D_p3_ref5_shy1_smo1_th0.5   2    3       5            1    1          0.5        12              1.23387         0.0510256                                          
2D_p3_ref5_shy1_smo1_th0.75  2    3       5            1    1          0.75       12              1.22166         0.0549147                                          
2D_p3_ref5_shy1_smo1_th1.    2    3       5            1    1          1.         17              1.64789         0.0555522                                          
2D_p3_ref5_shy1_smo2_th0.25  2    3       5            1    2          0.25       19              2.00493         0.0510271                                          
2D_p3_ref5_shy1_smo2_th0.5   2    3       5            1    2          0.5        10              1.1111          0.050946                                           
2D_p3_ref5_shy1_smo2_th0.75  2    3       5            1    2          0.75       10              1.10876         0.052452                                           
2D_p3_ref5_shy1_smo2_th1.    2    3       5            1    2          1.         11              1.181           0.0541784                                          
2D_p3_ref5_shy1_smo3_th0.25  2    3       5            1    3          0.25       41              4.51633         0.0492799                                          
2D_p3_ref5_shy1_smo3_th0.5   2    3       5            1    3          0.5        10              1.16864         0.050775                                           
2D_p3_ref5_shy1_smo3_th0.75  2    3       5            1    3          0.75       10              1.16205         0.0527273                                          
2D_p3_ref5_shy1_smo3_th1.    2    3       5            1    3          1.         9               1.04661         0.0522987                                          
2D_p3_ref5_shy2_smo1_th0.25  2    3       5            2    1          0.25       20              1.96421         0.0507688                                          
2D_p3_ref5_shy2_smo1_th0.5   2    3       5            2    1          0.5        12              1.22288         0.0539458                                          
2D_p3_ref5_shy2_smo1_th0.75  2    3       5            2    1          0.75       12              1.21267         0.0541327                                          
2D_p3_ref5_shy2_smo1_th1.    2    3       5            2    1          1.         17              1.62924         0.0528671                                          
2D_p3_ref5_shy2_smo2_th0.25  2    3       5            2    2          0.25       19              1.98105         0.0517546                                          
2D_p3_ref5_shy2_smo2_th0.5   2    3       5            2    2          0.5        10              1.10338         0.051765                                           
2D_p3_ref5_shy2_smo2_th0.75  2    3       5            2    2          0.75       10              1.0954          0.0517372                                          
2D_p3_ref5_shy2_smo2_th1.    2    3       5            2    2          1.         11              1.16457         0.0543628                                          
2D_p3_ref5_shy2_smo3_th0.25  2    3       5            2    3          0.25       41              4.46324         0.0502334                                          
2D_p3_ref5_shy2_smo3_th0.5   2    3       5            2    3          0.5        10              1.15433         0.0503094                                          
2D_p3_ref5_shy2_smo3_th0.75  2    3       5            2    3          0.75       10              1.14498         0.0518082                                          
2D_p3_ref5_shy2_smo3_th1.    2    3       5            2    3          1.         9               1.02741         0.0525876                                          
2D_p3_ref5_shy3_smo1_th0.25  2    3       5            3    1          0.25       20              1.9343          0.0526502                                          
2D_p3_ref5_shy3_smo1_th0.5   2    3       5            3    1          0.5        13              1.29338         0.0515261                                          
2D_p3_ref5_shy3_smo1_th0.75  2    3       5            3    1          0.75       14              1.3713          0.0549942                                          
2D_p3_ref5_shy3_smo1_th1.    2    3       5            3    1          1.         22              2.05119         0.0533448                                          
2D_p3_ref5_shy3_smo2_th0.25  2    3       5            3    2          0.25       19              1.93354         0.0511203                                          
2D_p3_ref5_shy3_smo2_th0.5   2    3       5            3    2          0.5        10              1.07766         0.0513448                                          
2D_p3_ref5_shy3_smo2_th0.75  2    3       5            3    2          0.75       10              1.04067         0.0517977                                          
2D_p3_ref5_shy3_smo2_th1.    2    3       5            3    2          1.         12              1.23526         0.0526584                                          
2D_p3_ref5_shy3_smo3_th0.25  2    3       5            3    3          0.25       18              1.91167         0.0501015                                          
2D_p3_ref5_shy3_smo3_th0.5   2    3       5            3    3          0.5        10              1.11721         0.0510937                                          
2D_p3_ref5_shy3_smo3_th0.75  2    3       5            3    3          0.75       10              1.10749         0.0527466                                          
2D_p3_ref5_shy3_smo3_th1.    2    3       5            3    3          1.         9               1.00074         0.0518822                                          
2D_p3_ref7_shy1_smo1_th0.25  2    3       7            1    1          0.25       55              89.4017         1.11423                                            
2D_p3_ref7_shy1_smo1_th0.5   2    3       7            1    1          0.5        22              35.888          1.09914                                            
2D_p3_ref7_shy1_smo1_th0.75  2    3       7            1    1          0.75       22              35.7672         0.996966                                           
2D_p3_ref7_shy1_smo1_th1.    2    3       7            1    1          1.         73              118.84          0.99552                                            
2D_p3_ref7_shy1_smo2_th0.25  2    3       7            1    2          0.25       51              84.777          1.14708                                            
2D_p3_ref7_shy1_smo2_th0.5   2    3       7            1    2          0.5        14              24.0495         1.10862                                            
2D_p3_ref7_shy1_smo2_th0.75  2    3       7            1    2          0.75       14              23.8202         0.986724                                           
2D_p3_ref7_shy1_smo2_th1.    2    3       7            1    2          1.         18              30.1665         1.00914                                            
2D_p3_ref7_shy1_smo3_th0.25  2    3       7            1    3          0.25       73              123.766         1.09346                                            
2D_p3_ref7_shy1_smo3_th0.5   2    3       7            1    3          0.5        13              22.9036         1.14608                                            
2D_p3_ref7_shy1_smo3_th0.75  2    3       7            1    3          0.75       13              22.6262         0.914546                                           
2D_p3_ref7_shy1_smo3_th1.    2    3       7            1    3          1.         13              22.4801         0.920111                                           
2D_p3_ref7_shy2_smo1_th0.25  2    3       7            2    1          0.25       54              87.9485         1.09852                                            
2D_p3_ref7_shy2_smo1_th0.5   2    3       7            2    1          0.5        22              35.9254         1.11783                                            
2D_p3_ref7_shy2_smo1_th0.75  2    3       7            2    1          0.75       22              35.8536         0.953798                                           
2D_p3_ref7_shy2_smo1_th1.    2    3       7            2    1          1.         72              116.29          0.951239                                           
2D_p3_ref7_shy2_smo2_th0.25  2    3       7            2    2          0.25       51              84.3519         1.08875                                            
2D_p3_ref7_shy2_smo2_th0.5   2    3       7            2    2          0.5        14              23.9672         1.1306                                             
2D_p3_ref7_shy2_smo2_th0.75  2    3       7            2    2          0.75       14              23.7721         0.989874                                           
2D_p3_ref7_shy2_smo2_th1.    2    3       7            2    2          1.         18              29.9605         0.992219                                           
2D_p3_ref7_shy2_smo3_th0.25  2    3       7            2    3          0.25       73              123.403         1.14128                                            
2D_p3_ref7_shy2_smo3_th0.5   2    3       7            2    3          0.5        13              22.7356         1.1278                                             
2D_p3_ref7_shy2_smo3_th0.75  2    3       7            2    3          0.75       13              22.594          0.983969                                           
2D_p3_ref7_shy2_smo3_th1.    2    3       7            2    3          1.         13              22.4981         0.987256                                           
2D_p3_ref7_shy3_smo1_th0.25  2    3       7            3    1          0.25       46              74.4691         1.11429                                            
2D_p3_ref7_shy3_smo1_th0.5   2    3       7            3    1          0.5        24              38.6868         1.09391                                            
2D_p3_ref7_shy3_smo1_th0.75  2    3       7            3    1          0.75       26              41.862          0.952806                                           
2D_p3_ref7_shy3_smo1_th1.    2    3       7            3    1          1.         70              112.963         0.954393                                           
2D_p3_ref7_shy3_smo2_th0.25  2    3       7            3    2          0.25       38              63.1609         1.10525                                            
2D_p3_ref7_shy3_smo2_th0.5   2    3       7            3    2          0.5        14              23.7955         1.12715                                            
2D_p3_ref7_shy3_smo2_th0.75  2    3       7            3    2          0.75       15              25.0962         0.987179                                           
2D_p3_ref7_shy3_smo2_th1.    2    3       7            3    2          1.         21              34.4562         0.993741                                           
2D_p3_ref7_shy3_smo3_th0.25  2    3       7            3    3          0.25       50              83.4975         1.14498                                            
2D_p3_ref7_shy3_smo3_th0.5   2    3       7            3    3          0.5        12              20.9264         1.14509                                            
2D_p3_ref7_shy3_smo3_th0.75  2    3       7            3    3          0.75       13              22.288          0.998642                                           
2D_p3_ref7_shy3_smo3_th1.    2    3       7            3    3          1.         13              22.1907         0.918952                                           
2D_p3_ref8_shy1_smo1_th0.25  2    3       8            1    1          0.25       100             724.293         5.74816                                            
2D_p3_ref8_shy1_smo1_th0.5   2    3       8            1    1          0.5        55              396.875         5.62392                                            
2D_p3_ref8_shy1_smo1_th0.75  2    3       8            1    1          0.75       26              188.034         4.54066                                            
2D_p3_ref8_shy1_smo1_th1.    2    3       8            1    1          1.         100             721.733         4.71529                                            
2D_p3_ref8_shy1_smo2_th0.25  2    3       8            1    2          0.25       100             730.698         5.6461                                             
2D_p3_ref8_shy1_smo2_th0.5   2    3       8            1    2          0.5        72              528.592         5.55323                                            
2D_p3_ref8_shy1_smo2_th0.75  2    3       8            1    2          0.75       16              117.86          5.11379                                            
2D_p3_ref8_shy1_smo2_th1.    2    3       8            1    2          1.         24              174.34          5.38585                                            
2D_p3_ref8_shy1_smo3_th0.25  2    3       8            1    3          0.25       100             739.911         5.69823                                            
2D_p3_ref8_shy1_smo3_th0.5   2    3       8            1    3          0.5        100             740.746         5.49355                                            
2D_p3_ref8_shy1_smo3_th0.75  2    3       8            1    3          0.75       14              105.289         5.14846                                            
2D_p3_ref8_shy1_smo3_th1.    2    3       8            1    3          1.         15              111.09          5.3135                                             
2D_p3_ref8_shy2_smo1_th0.25  2    3       8            2    1          0.25       100             719.727         5.61638                                            
2D_p3_ref8_shy2_smo1_th0.5   2    3       8            2    1          0.5        55              399.17          5.57583                                            
2D_p3_ref8_shy2_smo1_th0.75  2    3       8            2    1          0.75       26              185.211         5.25561                                            
2D_p3_ref8_shy2_smo1_th1.    2    3       8            2    1          1.         100             717.851         5.2919                                             
2D_p3_ref8_shy2_smo2_th0.25  2    3       8            2    2          0.25       90              651.962         5.41124                                            
2D_p3_ref8_shy2_smo2_th0.5   2    3       8            2    2          0.5        69              502.853         5.72676                                            
2D_p3_ref8_shy2_smo2_th0.75  2    3       8            2    2          0.75       16              118.34          5.17391                                            
2D_p3_ref8_shy2_smo2_th1.    2    3       8            2    2          1.         24              173.241         5.27984                                            
2D_p3_ref8_shy2_smo3_th0.25  2    3       8            2    3          0.25       100             738.8           5.54754                                            
2D_p3_ref8_shy2_smo3_th0.5   2    3       8            2    3          0.5        21              154.827         5.75678                                            
2D_p3_ref8_shy2_smo3_th0.75  2    3       8            2    3          0.75       14              104.339         5.41028                                            
2D_p3_ref8_shy2_smo3_th1.    2    3       8            2    3          1.         15              113.255         4.70294                                            
2D_p3_ref8_shy3_smo1_th0.25  2    3       8            3    1          0.25       100             720.11          5.71447                                            
2D_p3_ref8_shy3_smo1_th0.5   2    3       8            3    1          0.5        69              501.482         5.59863                                            
2D_p3_ref8_shy3_smo1_th0.75  2    3       8            3    1          0.75       30              215.293         4.57696                                            
2D_p3_ref8_shy3_smo1_th1.    2    3       8            3    1          1.         100             717.534         4.80719                                            
2D_p3_ref8_shy3_smo2_th0.25  2    3       8            3    2          0.25       100             725.218         5.59338                                            
2D_p3_ref8_shy3_smo2_th0.5   2    3       8            3    2          0.5        48              349.812         5.53531                                            
2D_p3_ref8_shy3_smo2_th0.75  2    3       8            3    2          0.75       16              118.255         4.49784                                            
2D_p3_ref8_shy3_smo2_th1.    2    3       8            3    2          1.         29              209.039         4.83533                                            
2D_p3_ref8_shy3_smo3_th0.25  2    3       8            3    3          0.25       100             736.136         5.57425                                            
2D_p3_ref8_shy3_smo3_th0.5   2    3       8            3    3          0.5        27              197.204         5.50739                                            
2D_p3_ref8_shy3_smo3_th0.75  2    3       8            3    3          0.75       14              104.808         4.66649                                            
2D_p3_ref8_shy3_smo3_th1.    2    3       8            3    3          1.         16              119.318         4.54503                                            
2D_p3_ref9_shy1_smo1_th0.25  2    3       9            1    1          0.25       100             5481.22         30.1703                                            
2D_p3_ref9_shy1_smo1_th0.5   2    3       9            1    1          0.5        100             5458.93         30.0751                                            
2D_p3_ref9_shy1_smo1_th0.75  2    3       9            1    1          0.75       38              2082.17         29.4511                                            
2D_p3_ref9_shy1_smo1_th1.    2    3       9            1    1          1.         100             5466.03         30.7101                                            
2D_p3_ref9_shy1_smo2_th0.75  2    3       9            1    2          0.75       17              946.194         31.0161                                            
2D_p3_ref9_shy1_smo2_th1.    2    3       9            1    2          1.         37              2068.71         30.274                                             
